log_id,session_id,user_id,hit_timestamp,page_url,ip_address,device_type,response_time_ms
LOG-0000055,SES-644119,USR-1297,2026-06-30 22:53:19,/payment/success,127.22.2.100,Desktop-Windows,1281
LOG-0000056,SES-372735,USR-0691,2026-06-22 07:17:19,/home,170.91.8.220,Desktop-MacOS,538
LOG-0000057,SES-270444,USR-1600,2026-06-21 18:16:41,/search,202.19.2.171,Desktop-Windows,1356
LOG-0000058,SES-499812,USR-1533,2026-06-01 16:12:14,/home,116.75.2.221,Desktop-Windows,63
LOG-0000059,SES-590033,USR-1156,2026-06-20 09:40:00,/payment/success,197.18.7.132,Mobile-Android,1055
LOG-0000060,SES-881853,USR-1948,2026-06-05 20:41:31,/cart/add,109.82.2.64,Desktop-Windows,391
LOG-0000061,SES-349799,USR-0784,2026-06-08 20:51:14,/cart/add,180.62.5.241,Desktop-Windows,1248
LOG-0000062,SES-238278,USR-2367,2026-06-19 04:43:00,/cart/add,128.43.6.16,Mobile-Android,635
LOG-0000063,SES-115920,USR-1973,2026-06-04 00:00:01,/cart/add,196.65.0.223,Mobile-iOS,1361
LOG-0000064,SES-394335,USR-1877,2026-06-07 03:30:22,/home,141.60.0.50,Desktop-MacOS,745
LOG-0000065,SES-938429,USR-0785,2026-06-21 16:22:16,/checkout,185.57.6.116,Desktop-Windows,279
LOG-0000066,SES-815756,USR-0397,2026-06-04 14:31:33,/home,177.38.2.123,Desktop-Windows,176
LOG-0000067,SES-387721,USR-1082,2026-06-02 14:35:23,/checkout,178.75.6.166,Mobile-iOS,1399
LOG-0000068,SES-189691,USR-1504,2026-06-23 16:18:06,/product/view,211.91.2.62,Mobile-iOS,377
LOG-0000069,SES-362073,USR-2034,2026-06-26 19:23:44,/home,176.76.4.128,Mobile-iOS,1307
LOG-0000070,SES-908807,USR-1615,2026-06-25 22:16:06,/checkout,198.19.6.154,Desktop-MacOS,428
LOG-0000071,SES-669171,USR-0460,2026-06-03 08:31:14,/cart/add,103.63.1.144,Mobile-Android,1387
LOG-0000072,SES-410194,USR-2109,2026-06-02 11:12:25,/home,110.28.0.95,Mobile-iOS,1229
LOG-0000073,SES-453928,USR-2417,2026-06-21 20:42:52,/checkout,135.60.4.119,Mobile-Android,154
LOG-0000074,SES-698823,USR-0546,2026-06-06 06:40:21,/product/view,183.53.4.215,Desktop-MacOS,792
LOG-0000075,SES-513769,USR-0497,2026-06-29 14:35:09,/checkout,168.87.5.236,Mobile-Android,427
LOG-0000076,SES-140481,USR-0505,2026-06-16 21:34:11,/cart/add,139.70.8.125,Mobile-iOS,160
LOG-0000077,SES-745448,USR-1093,2026-06-11 10:13:14,/product/view,149.98.9.178,Desktop-MacOS,634
LOG-0000078,SES-387592,USR-2209,2026-06-23 08:47:37,/checkout,171.97.9.154,Mobile-Android,921
LOG-0000079,SES-479264,USR-1638,2026-06-17 06:58:59,/product/view,184.83.2.121,Desktop-Windows,851
LOG-0000080,SES-381802,USR-0718,2026-06-22 16:40:31,/payment/success,143.21.7.250,Mobile-Android,931
LOG-0000081,SES-791252,USR-1593,2026-06-25 06:29:18,/home,143.78.8.158,Desktop-Windows,974
LOG-0000082,SES-362682,USR-1409,2026-06-14 08:03:08,/payment/success,180.18.4.162,Desktop-Windows,1460
LOG-0000083,SES-920433,USR-0269,2026-06-24 20:37:11,/home,134.44.4.153,Mobile-Android,761
LOG-0000084,SES-784752,USR-1947,2026-06-01 23:55:20,/checkout,165.39.5.238,Mobile-iOS,363
LOG-0000085,SES-949618,USR-1478,2026-06-11 11:04:01,/home,215.51.3.145,Desktop-Windows,1073
LOG-0000086,SES-909043,USR-1542,2026-06-11 03:42:30,/checkout,124.54.4.50,Desktop-MacOS,234
LOG-0000087,SES-737533,USR-0865,2026-06-07 20:08:08,/home,205.52.8.174,Mobile-iOS,985
LOG-0000088,SES-112938,USR-2398,2026-06-12 21:15:23,/checkout,152.45.4.154,Desktop-MacOS,384
LOG-0000089,SES-230344,USR-0110,2026-06-07 03:31:48,/search,154.95.3.197,Desktop-MacOS,1226
LOG-0000090,SES-421802,USR-2455,2026-06-15 01:52:53,/checkout,178.27.4.49,Desktop-Windows,1242
LOG-0000091,SES-696053,USR-0650,2026-06-04 15:07:58,/home,187.97.5.183,Mobile-iOS,853
LOG-0000092,SES-792874,USR-2099,2026-06-21 16:58:07,/checkout,169.80.5.53,Desktop-Windows,1055
LOG-0000093,SES-436581,USR-1500,2026-06-22 01:04:44,/cart/add,202.69.9.134,Mobile-iOS,970
LOG-0000094,SES-976609,USR-1111,2026-06-29 06:31:56,/checkout,122.25.4.164,Mobile-iOS,197
LOG-0000095,SES-377366,USR-0596,2026-06-15 04:51:43,/payment/success,131.36.9.203,Mobile-iOS,397
LOG-0000096,SES-988765,USR-0979,2026-06-17 03:16:48,/search,181.53.2.228,Mobile-Android,565
LOG-0000097,SES-287469,USR-0731,2026-06-27 09:30:57,/home,182.73.5.63,Mobile-iOS,992
LOG-0000098,SES-565367,USR-0057,2026-06-16 06:47:11,/payment/success,150.71.4.239,Mobile-Android,609
LOG-0000099,SES-585201,USR-2244,2026-06-07 04:18:05,/cart/add,172.68.8.88,Desktop-Windows,1423
LOG-0000100,SES-118105,USR-1784,2026-06-21 17:37:36,/product/view,118.42.9.19,Desktop-Windows,979
LOG-0000101,SES-561278,USR-1702,2026-06-03 11:09:56,/cart/add,132.25.6.209,Mobile-Android,1490
LOG-0000102,SES-109301,USR-1287,2026-06-11 09:45:05,/cart/add,170.60.0.18,Desktop-Windows,236
LOG-0000103,SES-589097,USR-0112,2026-06-05 18:26:38,/payment/success,124.42.7.117,Mobile-iOS,1102
LOG-0000104,SES-138801,USR-0711,2026-06-06 09:16:00,/search,219.80.9.211,Mobile-Android,573
LOG-0000105,SES-476149,USR-1202,2026-06-24 21:32:11,/payment/success,135.75.9.108,Mobile-Android,158
LOG-0000106,SES-603534,USR-0948,2026-06-10 22:27:48,/product/view,125.44.0.252,Mobile-iOS,643
LOG-0000107,SES-768722,USR-0026,2026-06-14 03:05:21,/home,154.90.7.153,Mobile-iOS,64
LOG-0000108,SES-985339,USR-2458,2026-06-15 20:27:04,/search,113.70.6.100,Desktop-MacOS,848
LOG-0000109,SES-683646,USR-0758,2026-06-02 05:43:18,/payment/success,140.25.2.47,Mobile-iOS,228
LOG-0000110,SES-328424,USR-1801,2026-06-25 20:26:13,/checkout,115.56.0.11,Desktop-Windows,106
LOG-0000111,SES-528459,USR-1556,2026-06-07 00:33:30,/product/view,208.18.4.28,Desktop-MacOS,398
LOG-0000112,SES-161430,USR-1842,2026-06-14 15:34:08,/cart/add,170.78.4.33,Mobile-iOS,862
LOG-0000113,SES-707723,USR-2294,2026-06-05 09:45:03,/checkout,200.22.6.53,Mobile-Android,555
LOG-0000114,SES-183410,USR-1105,2026-06-24 01:39:15,/payment/success,105.94.9.16,Desktop-MacOS,378
LOG-0000115,SES-389874,USR-0662,2026-06-09 14:54:35,/payment/success,101.24.5.251,Mobile-Android,535
LOG-0000116,SES-739975,USR-0909,2026-06-05 21:46:58,/cart/add,179.45.4.111,Mobile-iOS,672
LOG-0000117,SES-678235,USR-2444,2026-06-18 16:35:45,/home,130.39.3.159,Desktop-MacOS,267
LOG-0000118,SES-429280,USR-0522,2026-06-21 23:58:05,/cart/add,177.83.4.238,Mobile-iOS,1333
LOG-0000119,SES-167154,USR-1857,2026-06-09 05:33:02,/checkout,170.55.3.39,Mobile-iOS,1485
LOG-0000120,SES-561834,USR-1760,2026-06-29 11:53:05,/product/view,102.80.9.82,Mobile-Android,167
LOG-0000121,SES-288538,USR-2312,2026-06-01 22:18:11,/home,197.38.2.207,Mobile-Android,1322
LOG-0000122,SES-370539,USR-0790,2026-06-21 03:12:08,/checkout,223.59.3.139,Mobile-iOS,1254
LOG-0000123,SES-903184,USR-1298,2026-06-07 17:11:34,/cart/add,178.12.2.24,Mobile-Android,1195
LOG-0000124,SES-924952,USR-1730,2026-06-24 01:25:49,/home,173.88.4.208,Mobile-iOS,641
LOG-0000125,SES-389558,USR-0172,2026-06-08 06:35:56,/home,162.25.1.64,Desktop-MacOS,709
LOG-0000126,SES-372148,USR-0265,2026-06-03 13:26:03,/search,208.62.3.62,Mobile-iOS,868
LOG-0000127,SES-618970,USR-1987,2026-06-22 21:37:16,/product/view,158.88.2.229,Mobile-iOS,967
LOG-0000128,SES-233402,USR-1050,2026-06-22 23:07:58,/cart/add,122.38.4.28,Mobile-iOS,384
LOG-0000129,SES-338466,USR-1493,2026-06-26 10:53:43,/search,100.40.4.112,Desktop-Windows,607
LOG-0000130,SES-760957,USR-1886,2026-06-02 06:42:52,/product/view,174.86.6.115,Mobile-iOS,876
LOG-0000131,SES-282971,USR-0476,2026-06-26 21:09:09,/search,127.39.1.217,Mobile-iOS,1382
LOG-0000132,SES-254037,USR-2404,2026-06-22 06:35:15,/checkout,110.62.7.114,Mobile-Android,588
LOG-0000133,SES-747966,USR-1050,2026-06-26 06:32:20,/payment/success,119.59.9.193,Desktop-Windows,878
LOG-0000134,SES-787842,USR-0034,2026-06-22 13:23:45,/product/view,148.12.8.196,Desktop-MacOS,1284
LOG-0000135,SES-151988,USR-2312,2026-06-10 16:21:47,/checkout,134.36.7.112,Mobile-iOS,1361
LOG-0000136,SES-343974,USR-1162,2026-06-20 16:11:02,/cart/add,201.77.5.83,Mobile-Android,1199
LOG-0000137,SES-220005,USR-0816,2026-06-10 08:44:23,/payment/success,102.73.8.158,Mobile-iOS,1205
LOG-0000138,SES-786398,USR-0754,2026-06-08 11:50:08,/payment/success,149.66.9.53,Desktop-MacOS,169
LOG-0000139,SES-140372,USR-0566,2026-06-23 08:42:46,/search,147.28.1.154,Mobile-iOS,692
LOG-0000140,SES-293205,USR-0462,2026-06-05 15:24:59,/checkout,207.99.6.44,Desktop-MacOS,50
LOG-0000141,SES-817688,USR-1655,2026-06-14 20:27:25,/product/view,200.61.3.56,Desktop-MacOS,1307
LOG-0000142,SES-631333,USR-0081,2026-06-24 00:00:14,/payment/success,140.55.6.71,Mobile-iOS,93
LOG-0000143,SES-561697,USR-1938,2026-06-25 15:51:42,/checkout,131.47.3.98,Mobile-iOS,1271
LOG-0000144,SES-708059,USR-0870,2026-06-04 04:53:06,/search,176.70.0.176,Desktop-MacOS,1125
LOG-0000145,SES-432749,USR-1431,2026-06-05 20:03:19,/search,219.82.3.166,Mobile-Android,1019
LOG-0000146,SES-143993,USR-1070,2026-06-16 03:49:24,/search,189.18.7.183,Desktop-Windows,191
LOG-0000147,SES-680290,USR-0599,2026-06-07 23:43:46,/search,202.12.6.147,Mobile-iOS,159
LOG-0000148,SES-852204,USR-1635,2026-06-04 18:02:38,/product/view,144.56.6.6,Desktop-Windows,610
LOG-0000149,SES-339025,USR-0807,2026-06-05 07:27:09,/search,162.65.7.233,Mobile-iOS,254
LOG-0000150,SES-163766,USR-1935,2026-06-08 07:02:47,/home,154.21.6.66,Desktop-Windows,609
LOG-0000151,SES-849259,USR-1077,2026-06-02 01:10:29,/home,144.39.4.94,Desktop-MacOS,1012
LOG-0000152,SES-371638,USR-0704,2026-06-25 02:52:38,/checkout,216.43.7.41,Desktop-Windows,1034
LOG-0000153,SES-369950,USR-2064,2026-06-29 04:42:06,/checkout,121.38.9.166,Desktop-Windows,1437
LOG-0000154,SES-116901,USR-0487,2026-06-16 16:44:18,/home,166.86.8.208,Mobile-iOS,136
LOG-0000155,SES-811341,USR-0706,2026-06-28 20:30:06,/search,125.14.6.94,Mobile-iOS,650
LOG-0000156,SES-985974,USR-1526,2026-06-14 11:17:22,/checkout,106.39.1.182,Mobile-iOS,869
LOG-0000157,SES-999143,USR-1165,2026-06-15 07:35:38,/product/view,217.30.1.158,Mobile-Android,1156
LOG-0000158,SES-990668,USR-0620,2026-06-06 04:07:30,/home,189.80.0.65,Desktop-MacOS,1194
LOG-0000159,SES-470498,USR-0777,2026-06-15 19:30:17,/product/view,110.77.4.116,Desktop-Windows,606
LOG-0000160,SES-666693,USR-0447,2026-06-16 01:03:45,/product/view,119.47.2.220,Mobile-Android,1187
LOG-0000161,SES-853212,USR-2338,2026-06-26 01:07:44,/search,155.45.2.59,Desktop-Windows,228
LOG-0000162,SES-146906,USR-0209,2026-06-01 21:59:43,/payment/success,152.49.2.134,Mobile-Android,539
LOG-0000163,SES-729752,USR-1499,2026-06-01 16:44:42,/search,108.39.1.159,Mobile-iOS,696
LOG-0000164,SES-346097,USR-2461,2026-06-25 22:43:21,/search,106.83.2.74,Mobile-iOS,108
LOG-0000165,SES-466718,USR-1451,2026-06-19 15:30:40,/product/view,170.70.6.230,Desktop-MacOS,923
LOG-0000166,SES-214466,USR-1878,2026-06-07 03:54:11,/search,121.40.0.207,Mobile-Android,541
LOG-0000167,SES-181242,USR-2338,2026-06-02 10:24:04,/cart/add,223.35.9.183,Desktop-MacOS,279
LOG-0000168,SES-631562,USR-1292,2026-06-29 12:24:43,/product/view,109.18.1.69,Mobile-iOS,918
LOG-0000169,SES-565371,USR-2199,2026-06-09 17:54:00,/search,204.32.8.32,Desktop-MacOS,1053
LOG-0000170,SES-218680,USR-1743,2026-06-29 03:21:15,/search,199.69.8.195,Mobile-Android,628
LOG-0000171,SES-635859,USR-1279,2026-06-14 21:33:11,/product/view,147.32.2.137,Desktop-MacOS,782
LOG-0000172,SES-181212,USR-1401,2026-06-24 23:32:59,/home,219.33.3.202,Mobile-iOS,629
LOG-0000173,SES-348490,USR-1677,2026-06-25 02:30:55,/search,101.51.2.197,Mobile-Android,1004
LOG-0000174,SES-313953,USR-0855,2026-06-29 09:29:27,/cart/add,134.75.0.129,Desktop-MacOS,512
LOG-0000175,SES-441614,USR-1382,2026-06-25 19:40:04,/home,164.17.6.35,Mobile-iOS,865
LOG-0000176,SES-698071,USR-2418,2026-06-06 06:46:35,/cart/add,121.16.7.40,Desktop-MacOS,201
LOG-0000177,SES-489398,USR-0705,2026-06-22 19:40:43,/home,208.26.3.221,Mobile-iOS,898
LOG-0000178,SES-969414,USR-0826,2026-06-29 08:30:42,/cart/add,177.57.9.201,Desktop-MacOS,46
LOG-0000179,SES-962656,USR-1005,2026-06-29 19:46:28,/payment/success,135.69.3.117,Mobile-iOS,1347
LOG-0000180,SES-814097,USR-0377,2026-06-11 13:23:54,/payment/success,122.24.3.42,Mobile-iOS,423
LOG-0000181,SES-536175,USR-0973,2026-06-29 13:28:37,/search,181.87.0.18,Desktop-MacOS,1272
LOG-0000182,SES-174861,USR-0118,2026-06-27 13:53:17,/cart/add,148.27.0.74,Mobile-Android,263
LOG-0000183,SES-773067,USR-0444,2026-06-18 21:57:20,/home,158.77.7.174,Mobile-Android,1443
LOG-0000184,SES-547191,USR-0755,2026-06-14 02:58:29,/cart/add,196.60.8.139,Mobile-Android,277
LOG-0000185,SES-396835,USR-0640,2026-06-04 03:49:11,/cart/add,192.61.8.120,Desktop-MacOS,81
LOG-0000186,SES-250029,USR-2172,2026-06-12 13:59:38,/cart/add,223.92.8.91,Desktop-Windows,44
LOG-0000187,SES-125894,USR-1301,2026-06-09 07:35:25,/search,200.87.9.184,Desktop-MacOS,1377
LOG-0000188,SES-442402,USR-2408,2026-06-25 08:52:14,/search,207.61.4.135,Desktop-MacOS,470
LOG-0000189,SES-736450,USR-0623,2026-06-06 23:24:03,/cart/add,219.62.2.129,Mobile-iOS,1165
LOG-0000190,SES-926450,USR-1493,2026-06-18 21:00:49,/checkout,209.73.2.207,Mobile-Android,725
LOG-0000191,SES-477788,USR-2009,2026-06-07 05:49:13,/home,104.36.1.154,Desktop-MacOS,36
LOG-0000192,SES-451258,USR-1652,2026-06-29 07:06:06,/home,147.48.1.155,Desktop-Windows,855
LOG-0000193,SES-527963,USR-1724,2026-06-25 10:32:57,/search,215.62.6.97,Mobile-Android,1298
LOG-0000194,SES-783648,USR-1920,2026-06-15 03:00:47,/checkout,138.57.0.81,Mobile-iOS,1418
LOG-0000195,SES-492917,USR-0919,2026-06-21 10:18:33,/checkout,162.35.0.56,Desktop-MacOS,1420
LOG-0000196,SES-593549,USR-1174,2026-06-23 17:13:41,/payment/success,155.91.2.116,Desktop-MacOS,1340
LOG-0000197,SES-408347,USR-2500,2026-06-29 05:52:22,/checkout,210.85.2.167,Mobile-iOS,1159
LOG-0000198,SES-752126,USR-1186,2026-06-10 12:58:03,/home,201.48.6.63,Mobile-iOS,1066
LOG-0000199,SES-132670,USR-0120,2026-06-19 07:21:20,/search,118.12.3.232,Mobile-Android,1199
LOG-0000200,SES-268100,USR-0582,2026-06-18 14:07:25,/search,156.42.7.103,Desktop-Windows,507
LOG-0000201,SES-486192,USR-1948,2026-06-01 00:36:15,/home,159.69.5.226,Mobile-iOS,660
LOG-0000202,SES-146777,USR-2147,2026-06-16 07:14:21,/cart/add,126.69.2.107,Desktop-Windows,744
LOG-0000203,SES-405002,USR-1191,2026-06-27 11:01:53,/payment/success,222.16.3.243,Desktop-Windows,144
LOG-0000204,SES-257352,USR-1687,2026-06-04 23:54:19,/checkout,118.91.1.76,Desktop-MacOS,538
LOG-0000205,SES-719946,USR-2000,2026-06-28 15:44:50,/product/view,147.16.5.120,Mobile-iOS,1205
LOG-0000206,SES-126775,USR-0401,2026-06-05 22:54:13,/payment/success,216.59.6.20,Mobile-iOS,86
LOG-0000207,SES-211392,USR-2413,2026-06-07 11:14:27,/product/view,176.47.5.211,Mobile-Android,411
LOG-0000208,SES-738622,USR-1350,2026-06-14 06:05:30,/cart/add,165.80.7.11,Desktop-Windows,1210
LOG-0000209,SES-321752,USR-1657,2026-06-17 18:08:18,/search,219.71.1.91,Desktop-Windows,981
LOG-0000210,SES-947285,USR-0621,2026-06-01 11:19:11,/search,142.34.4.237,Mobile-Android,1186
LOG-0000211,SES-428315,USR-0247,2026-06-15 11:00:47,/home,164.31.0.254,Mobile-Android,1216
LOG-0000212,SES-635608,USR-2482,2026-06-14 09:28:46,/checkout,112.28.8.70,Mobile-Android,304
LOG-0000213,SES-850537,USR-1117,2026-06-03 08:52:30,/product/view,107.13.8.56,Desktop-MacOS,1130
LOG-0000214,SES-918805,USR-0624,2026-06-08 06:50:43,/cart/add,180.76.5.7,Mobile-Android,73
LOG-0000215,SES-878088,USR-2369,2026-06-12 10:29:04,/product/view,157.61.5.205,Mobile-Android,747
LOG-0000216,SES-632867,USR-1840,2026-06-30 03:21:07,/checkout,178.68.5.160,Mobile-iOS,347
LOG-0000217,SES-921524,USR-2110,2026-06-13 00:45:35,/home,141.46.5.14,Desktop-MacOS,563
LOG-0000218,SES-709732,USR-0300,2026-06-18 05:49:10,/cart/add,202.76.9.32,Mobile-iOS,1207
LOG-0000219,SES-847467,USR-0403,2026-06-27 10:31:42,/home,213.66.7.111,Desktop-MacOS,266
LOG-0000220,SES-460765,USR-1672,2026-06-10 05:33:54,/home,197.75.0.171,Desktop-MacOS,922
LOG-0000221,SES-325306,USR-0253,2026-06-05 07:12:31,/cart/add,199.80.9.130,Desktop-Windows,546
LOG-0000222,SES-497242,USR-1758,2026-06-24 05:51:05,/cart/add,108.29.6.85,Desktop-MacOS,1274
LOG-0000223,SES-971080,USR-1393,2026-06-20 18:20:21,/cart/add,184.66.4.37,Desktop-Windows,1363
LOG-0000224,SES-710990,USR-1965,2026-06-13 15:06:53,/home,118.35.1.158,Desktop-MacOS,1230
LOG-0000225,SES-134183,USR-0160,2026-06-08 19:08:46,/product/view,149.45.6.57,Desktop-MacOS,1273
LOG-0000226,SES-788976,USR-0205,2026-06-23 04:12:34,/product/view,105.15.4.4,Mobile-iOS,67
LOG-0000227,SES-861538,USR-1162,2026-06-24 07:31:59,/product/view,222.27.3.108,Desktop-MacOS,683
LOG-0000228,SES-257364,USR-1392,2026-06-02 19:14:07,/home,172.34.6.205,Desktop-MacOS,1484
LOG-0000229,SES-499601,USR-0858,2026-06-28 18:48:46,/cart/add,205.29.6.141,Desktop-Windows,776
LOG-0000230,SES-899656,USR-0760,2026-06-21 15:22:40,/payment/success,172.42.3.1,Mobile-iOS,1256
LOG-0000231,SES-780748,USR-1591,2026-06-12 13:42:47,/product/view,108.30.0.68,Desktop-MacOS,870
LOG-0000232,SES-182255,USR-2116,2026-06-29 17:49:42,/search,193.71.1.57,Mobile-iOS,477
LOG-0000233,SES-181066,USR-0133,2026-06-14 15:15:02,/payment/success,159.31.7.30,Mobile-Android,713
LOG-0000234,SES-335490,USR-1724,2026-06-06 08:17:13,/home,110.95.7.208,Desktop-Windows,154
LOG-0000235,SES-692867,USR-0430,2026-06-08 20:26:21,/payment/success,215.53.9.187,Mobile-Android,1118
LOG-0000236,SES-627953,USR-2356,2026-06-17 20:50:49,/payment/success,147.70.4.148,Mobile-iOS,822
LOG-0000237,SES-702343,USR-1198,2026-06-13 03:41:48,/cart/add,171.80.5.162,Desktop-Windows,813
LOG-0000238,SES-760943,USR-2460,2026-06-21 07:25:41,/cart/add,185.51.8.40,Mobile-iOS,1297
LOG-0000239,SES-674863,USR-0097,2026-06-14 01:55:27,/home,185.97.9.134,Mobile-iOS,255
LOG-0000240,SES-869603,USR-1707,2026-06-27 05:26:20,/product/view,187.45.9.200,Desktop-MacOS,494
LOG-0000241,SES-538388,USR-1178,2026-06-26 12:11:26,/payment/success,214.41.3.209,Desktop-Windows,672
LOG-0000242,SES-665148,USR-1719,2026-06-11 10:07:09,/payment/success,102.65.7.70,Mobile-Android,322
LOG-0000243,SES-868654,USR-1266,2026-06-09 10:46:42,/product/view,142.75.4.128,Desktop-MacOS,750
LOG-0000244,SES-227131,USR-1328,2026-06-12 00:21:50,/home,192.61.0.244,Mobile-iOS,1434
