product_id,nama_produk,kategori,harga_modal_idr,harga_jual_idr,is_active
PROD-0158,Product Premium Type-158,Books,5505918,7664387,True
PROD-0159,Product Premium Type-159,Apparel,7010945,9833584,False
PROD-0160,Product Premium Type-160,Automotive,780612,1010747,True
PROD-0161,Product Premium Type-161,Apparel,4019528,5559958,True
PROD-0162,Product Premium Type-162,Beauty & Health,2101475,2840887,False
PROD-0163,Product Premium Type-163,Automotive,2166912,2962767,True
PROD-0164,Product Premium Type-164,Apparel,3169311,4113067,True
PROD-0165,Product Premium Type-165,Apparel,310622,416240,True
PROD-0166,Product Premium Type-166,Home & Living,1987889,2766461,True
PROD-0167,Product Premium Type-167,Electronics,1931862,2452238,True
PROD-0168,Product Premium Type-168,Home & Living,4051390,5638698,False
PROD-0169,Product Premium Type-169,Beauty & Health,1421436,1887105,True
PROD-0170,Product Premium Type-170,Apparel,692540,830888,True
PROD-0171,Product Premium Type-171,Beauty & Health,2220690,2570238,True
PROD-0172,Product Premium Type-172,Books,1613236,2030783,True
PROD-0173,Product Premium Type-173,Apparel,5035532,6616733,True
PROD-0174,Product Premium Type-174,Books,5195080,7283222,True
PROD-0175,Product Premium Type-175,Beauty & Health,4730815,5621370,True
PROD-0176,Product Premium Type-176,Electronics,5488915,7629931,True
PROD-0177,Product Premium Type-177,Beauty & Health,3007410,4237148,True
PROD-0178,Product Premium Type-178,Beauty & Health,6699192,8006916,True
PROD-0179,Product Premium Type-179,Automotive,1429355,2008927,True
PROD-0180,Product Premium Type-180,Automotive,5903190,8544490,True
PROD-0181,Product Premium Type-181,Apparel,2700480,3694396,True
PROD-0182,Product Premium Type-182,Apparel,5081093,7039503,True
PROD-0183,Product Premium Type-183,Automotive,5994608,8682138,True
PROD-0184,Product Premium Type-184,Beauty & Health,3449083,4592951,True
PROD-0185,Product Premium Type-185,Beauty & Health,2489722,3093145,False
PROD-0186,Product Premium Type-186,Apparel,6584442,9226510,True
PROD-0187,Product Premium Type-187,Apparel,6772787,9037239,True
PROD-0188,Product Premium Type-188,Electronics,6121164,8106616,True
PROD-0189,Product Premium Type-189,Apparel,5655761,6934475,True
PROD-0190,Product Premium Type-190,Books,5575992,7677584,True
PROD-0191,Product Premium Type-191,Electronics,2926092,3436695,True
PROD-0192,Product Premium Type-192,Home & Living,2275229,3247402,True
PROD-0193,Product Premium Type-193,Apparel,7419607,9257792,False
PROD-0194,Product Premium Type-194,Apparel,1547534,1838984,False
PROD-0195,Product Premium Type-195,Books,1747907,2242057,True
PROD-0196,Product Premium Type-196,Electronics,2540967,2954486,True
PROD-0197,Product Premium Type-197,Automotive,4700112,6370474,True
PROD-0198,Product Premium Type-198,Apparel,5859082,8324651,True
PROD-0199,Product Premium Type-199,Electronics,2895574,4057217,True
PROD-0200,Product Premium Type-200,Electronics,6907799,8207921,True
PROD-0201,Product Premium Type-201,Books,6946983,8252191,True
PROD-0202,Product Premium Type-202,Books,6551925,9133582,True
PROD-0203,Product Premium Type-203,Automotive,5390986,7694426,True
PROD-0204,Product Premium Type-204,Home & Living,2913939,3753738,True
PROD-0205,Product Premium Type-205,Beauty & Health,4011280,5213425,True
PROD-0206,Product Premium Type-206,Beauty & Health,6784291,8449689,True
PROD-0207,Product Premium Type-207,Apparel,6616942,9384673,True
PROD-0208,Product Premium Type-208,Apparel,2069940,2780904,True
PROD-0209,Product Premium Type-209,Home & Living,2124409,2626779,False
PROD-0210,Product Premium Type-210,Books,5557388,6889131,True
PROD-0211,Product Premium Type-211,Books,7476747,10597242,True
PROD-0212,Product Premium Type-212,Electronics,3197382,3690067,True
PROD-0213,Product Premium Type-213,Automotive,3906857,4871139,True
PROD-0214,Product Premium Type-214,Books,4562871,6006139,True
PROD-0215,Product Premium Type-215,Beauty & Health,316464,378005,True
PROD-0216,Product Premium Type-216,Electronics,4764400,5610698,True
PROD-0217,Product Premium Type-217,Home & Living,2698829,3763740,True
PROD-0218,Product Premium Type-218,Electronics,6805362,9652189,True
PROD-0219,Product Premium Type-219,Home & Living,143581,200594,True
PROD-0220,Product Premium Type-220,Home & Living,5395807,7660083,True
PROD-0221,Product Premium Type-221,Home & Living,5302653,6977939,True
PROD-0222,Product Premium Type-222,Home & Living,3877256,5403644,True
PROD-0223,Product Premium Type-223,Beauty & Health,5688843,7197596,True
PROD-0224,Product Premium Type-224,Books,363540,490735,True
PROD-0225,Product Premium Type-225,Apparel,526590,761791,True
PROD-0226,Product Premium Type-226,Home & Living,1443412,1757669,True
PROD-0227,Product Premium Type-227,Electronics,3385492,4289316,False
PROD-0228,Product Premium Type-228,Apparel,1655369,2142071,True
PROD-0229,Product Premium Type-229,Electronics,897328,1069080,True
PROD-0230,Product Premium Type-230,Electronics,4834479,5677184,True
PROD-0231,Product Premium Type-231,Electronics,5389998,7540159,True
PROD-0232,Product Premium Type-232,Beauty & Health,3135691,4524922,True
PROD-0233,Product Premium Type-233,Beauty & Health,1383097,1758493,True
PROD-0234,Product Premium Type-234,Home & Living,3325354,3911597,True
PROD-0235,Product Premium Type-235,Apparel,5068227,5928525,True
PROD-0236,Product Premium Type-236,Home & Living,1319315,1869991,True
PROD-0237,Product Premium Type-237,Books,6112595,7880016,True
PROD-0238,Product Premium Type-238,Home & Living,2600508,3240254,True
PROD-0239,Product Premium Type-239,Automotive,2401219,3104628,True
PROD-0240,Product Premium Type-240,Electronics,1383311,1722901,True
PROD-0241,Product Premium Type-241,Books,5854429,7591500,True
PROD-0242,Product Premium Type-242,Apparel,4535784,6385780,True
PROD-0243,Product Premium Type-243,Home & Living,6652683,8832703,True
PROD-0244,Product Premium Type-244,Books,5853116,7950850,True
PROD-0245,Product Premium Type-245,Home & Living,1314467,1655441,True
PROD-0246,Product Premium Type-246,Home & Living,189074,259324,True
PROD-0247,Product Premium Type-247,Home & Living,2595466,3503840,True
PROD-0248,Product Premium Type-248,Electronics,3680180,4364209,True
PROD-0249,Product Premium Type-249,Electronics,6258400,8272308,True
PROD-0250,Product Premium Type-250,Beauty & Health,4508120,5531567,True
PROD-0251,Product Premium Type-251,Electronics,815645,1134748,True
PROD-0252,Product Premium Type-252,Beauty & Health,3312093,4232130,True
PROD-0253,Product Premium Type-253,Automotive,1042481,1509934,True
PROD-0254,Product Premium Type-254,Apparel,3619804,4263224,True
PROD-0255,Product Premium Type-255,Home & Living,87507,121118,True
PROD-0256,Product Premium Type-256,Home & Living,1130710,1528844,True
PROD-0257,Product Premium Type-257,Beauty & Health,6449628,8902096,True
PROD-0258,Product Premium Type-258,Home & Living,2363377,2935926,True
PROD-0259,Product Premium Type-259,Beauty & Health,4412373,5725567,True
PROD-0260,Product Premium Type-260,Automotive,7131060,9904704,True
PROD-0261,Product Premium Type-261,Automotive,831564,1014310,True
PROD-0262,Product Premium Type-262,Automotive,3943949,4802980,True
PROD-0263,Product Premium Type-263,Home & Living,6072511,7987266,True
PROD-0264,Product Premium Type-264,Apparel,1634473,2136369,True
PROD-0265,Product Premium Type-265,Beauty & Health,1736952,2144577,True
PROD-0266,Product Premium Type-266,Home & Living,5700875,7065793,True
PROD-0267,Product Premium Type-267,Apparel,6812469,8402182,True
PROD-0268,Product Premium Type-268,Automotive,6610481,9132072,True
PROD-0269,Product Premium Type-269,Books,762954,1026608,True
PROD-0270,Product Premium Type-270,Electronics,2933056,4105472,True
PROD-0271,Product Premium Type-271,Electronics,732173,1056263,True
PROD-0272,Product Premium Type-272,Apparel,7072184,9139024,True
PROD-0273,Product Premium Type-273,Beauty & Health,5959261,6972384,True
PROD-0274,Product Premium Type-274,Beauty & Health,4535579,5281353,True
PROD-0275,Product Premium Type-275,Automotive,704447,872598,True
PROD-0276,Product Premium Type-276,Electronics,1086404,1553300,True
PROD-0277,Product Premium Type-277,Electronics,5198418,6794144,True
PROD-0278,Product Premium Type-278,Automotive,3005248,3701070,True
PROD-0279,Product Premium Type-279,Beauty & Health,2638987,3350853,True
PROD-0280,Product Premium Type-280,Apparel,2778913,3694783,True
PROD-0281,Product Premium Type-281,Apparel,6270563,8439456,False
PROD-0282,Product Premium Type-282,Beauty & Health,5020929,6005914,False
PROD-0283,Product Premium Type-283,Books,2560232,3694695,True
PROD-0284,Product Premium Type-284,Electronics,5681403,7462134,True
PROD-0285,Product Premium Type-285,Electronics,2403907,2862347,True
PROD-0286,Product Premium Type-286,Automotive,7015607,9948766,True
PROD-0287,Product Premium Type-287,Automotive,6197334,7265701,True
PROD-0288,Product Premium Type-288,Home & Living,4557688,6482493,True
PROD-0289,Product Premium Type-289,Home & Living,2854915,4136685,True
PROD-0290,Product Premium Type-290,Beauty & Health,6057057,8238382,True
PROD-0291,Product Premium Type-291,Books,7158131,9886339,True
PROD-0292,Product Premium Type-292,Apparel,2388162,2988046,True
PROD-0293,Product Premium Type-293,Automotive,4906909,7029014,True
PROD-0294,Product Premium Type-294,Beauty & Health,5705820,7468428,True
PROD-0295,Product Premium Type-295,Apparel,940113,1287688,True
PROD-0296,Product Premium Type-296,Electronics,2717794,3878923,True
PROD-0297,Product Premium Type-297,Apparel,7416406,10698566,True
PROD-0298,Product Premium Type-298,Apparel,2236549,3131082,False
PROD-0299,Product Premium Type-299,Books,2370704,2941819,True
PROD-0300,Product Premium Type-300,Automotive,4606025,6632511,True
PROD-0301,Product Premium Type-301,Beauty & Health,448332,600063,True
PROD-0302,Product Premium Type-302,Home & Living,317575,453875,True
PROD-0303,Product Premium Type-303,Automotive,1484700,2008548,True
PROD-0304,Product Premium Type-304,Home & Living,54336,67494,True
PROD-0305,Product Premium Type-305,Home & Living,7143880,9008485,True
PROD-0306,Product Premium Type-306,Books,3226078,4242749,False
PROD-0307,Product Premium Type-307,Beauty & Health,1667425,2312725,True
PROD-0308,Product Premium Type-308,Beauty & Health,2632622,3278653,True
PROD-0309,Product Premium Type-309,Electronics,1911963,2531284,False
PROD-0310,Product Premium Type-310,Books,5329120,6681051,True
PROD-0311,Product Premium Type-311,Electronics,2797605,3901905,True
PROD-0312,Product Premium Type-312,Books,1472947,1900128,True
PROD-0313,Product Premium Type-313,Books,5838775,6848981,True
PROD-0314,Product Premium Type-314,Automotive,7267447,8719597,True
PROD-0315,Product Premium Type-315,Automotive,4201426,4908657,False
PROD-0316,Product Premium Type-316,Electronics,3881756,5045471,True
PROD-0317,Product Premium Type-317,Apparel,6497652,7679582,True
PROD-0318,Product Premium Type-318,Automotive,6631470,7853265,False
PROD-0319,Product Premium Type-319,Home & Living,1523339,2181900,True
PROD-0320,Product Premium Type-320,Beauty & Health,5856278,8267872,True
PROD-0321,Product Premium Type-321,Apparel,701296,901604,True
PROD-0322,Product Premium Type-322,Home & Living,404039,584135,True
PROD-0323,Product Premium Type-323,Electronics,553714,636802,True
PROD-0324,Product Premium Type-324,Automotive,7060655,9420282,False
PROD-0325,Product Premium Type-325,Electronics,2936190,3919603,True
PROD-0326,Product Premium Type-326,Beauty & Health,4660352,5998958,True
PROD-0327,Product Premium Type-327,Apparel,577439,732818,True
PROD-0328,Product Premium Type-328,Beauty & Health,4167535,5362012,True
PROD-0329,Product Premium Type-329,Books,298452,380373,True
PROD-0330,Product Premium Type-330,Books,6557309,8977924,True
PROD-0331,Product Premium Type-331,Beauty & Health,803883,957108,True
PROD-0332,Product Premium Type-332,Automotive,4396047,5316103,True
PROD-0333,Product Premium Type-333,Automotive,5358186,6452088,True
PROD-0334,Product Premium Type-334,Electronics,4968772,6105334,True
PROD-0335,Product Premium Type-335,Apparel,7209872,9427466,True
PROD-0336,Product Premium Type-336,Books,2214921,2621054,True
PROD-0337,Product Premium Type-337,Automotive,7452297,10511098,True
PROD-0338,Product Premium Type-338,Books,7134019,8840536,True
PROD-0339,Product Premium Type-339,Automotive,3223156,3863794,True
PROD-0340,Product Premium Type-340,Books,5826038,7880802,True
PROD-0341,Product Premium Type-341,Books,4847139,5629592,True
PROD-0342,Product Premium Type-342,Automotive,4979582,6652674,True
PROD-0343,Product Premium Type-343,Home & Living,7414099,10079167,True
PROD-0344,Product Premium Type-344,Apparel,5195393,6309674,True
PROD-0345,Product Premium Type-345,Apparel,787371,915389,True
PROD-0346,Product Premium Type-346,Electronics,3282945,4133535,True
PROD-0347,Product Premium Type-347,Apparel,5686064,6707157,False
PROD-0348,Product Premium Type-348,Automotive,3793950,4495615,True
PROD-0349,Product Premium Type-349,Apparel,167980,205990,True
PROD-0350,Product Premium Type-350,Automotive,6211807,7694194,True
PROD-0351,Product Premium Type-351,Beauty & Health,4721671,6180625,True
PROD-0352,Product Premium Type-352,Electronics,2459003,3328303,True
PROD-0353,Product Premium Type-353,Automotive,6525785,8665141,True
PROD-0354,Product Premium Type-354,Books,282354,337274,True
PROD-0355,Product Premium Type-355,Automotive,3231943,3883586,True
PROD-0356,Product Premium Type-356,Beauty & Health,5979075,8452204,True
PROD-0357,Product Premium Type-357,Beauty & Health,6628029,8732465,False
PROD-0358,Product Premium Type-358,Automotive,1942160,2740351,True
PROD-0359,Product Premium Type-359,Home & Living,3340258,4213615,True
PROD-0360,Product Premium Type-360,Home & Living,4396545,5866397,True
PROD-0361,Product Premium Type-361,Apparel,2260883,2955197,True
PROD-0362,Product Premium Type-362,Home & Living,2575982,3208996,True
PROD-0363,Product Premium Type-363,Beauty & Health,789265,1018921,True
PROD-0364,Product Premium Type-364,Home & Living,6655840,8657565,True
PROD-0365,Product Premium Type-365,Automotive,5693889,6890922,True
PROD-0366,Product Premium Type-366,Electronics,6430144,8002334,True
PROD-0367,Product Premium Type-367,Apparel,333617,462867,False
PROD-0368,Product Premium Type-368,Apparel,3005346,4281826,True
PROD-0369,Product Premium Type-369,Electronics,769748,968295,True
PROD-0370,Product Premium Type-370,Automotive,3661562,4547995,True
PROD-0371,Product Premium Type-371,Apparel,2079410,2513089,True
PROD-0372,Product Premium Type-372,Home & Living,5112692,6920270,True
PROD-0373,Product Premium Type-373,Electronics,2502748,3120751,True
PROD-0374,Product Premium Type-374,Beauty & Health,5132047,7422607,True
PROD-0375,Product Premium Type-375,Apparel,759275,947351,True
PROD-0376,Product Premium Type-376,Home & Living,6239638,7913363,True
PROD-0377,Product Premium Type-377,Apparel,1322819,1760672,True
PROD-0378,Product Premium Type-378,Home & Living,1059186,1472803,False
PROD-0379,Product Premium Type-379,Electronics,623506,804856,True
PROD-0380,Product Premium Type-380,Beauty & Health,5464296,6976795,True
PROD-0381,Product Premium Type-381,Apparel,6219224,9009736,True
PROD-0382,Product Premium Type-382,Apparel,581718,670807,False
PROD-0383,Product Premium Type-383,Automotive,6339547,8992771,True
PROD-0384,Product Premium Type-384,Electronics,6049293,7227345,True
PROD-0385,Product Premium Type-385,Electronics,6218367,8617273,True
PROD-0386,Product Premium Type-386,Beauty & Health,1621853,2165789,True
PROD-0387,Product Premium Type-387,Home & Living,5343331,6692811,True
PROD-0388,Product Premium Type-388,Beauty & Health,7342048,10368164,True
PROD-0389,Product Premium Type-389,Automotive,6335446,7310294,False
PROD-0390,Product Premium Type-390,Home & Living,377414,459692,True
PROD-0391,Product Premium Type-391,Home & Living,2988944,3945608,True
PROD-0392,Product Premium Type-392,Electronics,2372693,2978827,True
PROD-0393,Product Premium Type-393,Beauty & Health,7138969,9517054,True
PROD-0394,Product Premium Type-394,Automotive,2788545,3226996,False
PROD-0395,Product Premium Type-395,Home & Living,3541144,4196034,True
PROD-0396,Product Premium Type-396,Beauty & Health,3973401,4720912,True
PROD-0397,Product Premium Type-397,Apparel,149932,180935,True
PROD-0398,Product Premium Type-398,Books,5259259,6772870,True
PROD-0399,Product Premium Type-399,Automotive,293083,403176,True
PROD-0400,Product Premium Type-400,Home & Living,7478032,10631231,True
PROD-0401,Product Premium Type-401,Home & Living,1776498,2488183,True
PROD-0402,Product Premium Type-402,Electronics,6875807,8313306,True
PROD-0403,Product Premium Type-403,Beauty & Health,6305757,8086157,True
PROD-0404,Product Premium Type-404,Electronics,6809672,8238501,True
PROD-0405,Product Premium Type-405,Home & Living,3902809,4797885,True
PROD-0406,Product Premium Type-406,Apparel,4901709,6377437,True
PROD-0407,Product Premium Type-407,Beauty & Health,1583426,1853293,True
PROD-0408,Product Premium Type-408,Home & Living,5705865,6935206,True
PROD-0409,Product Premium Type-409,Apparel,7150006,10228894,True
PROD-0410,Product Premium Type-410,Home & Living,3255431,4198968,True
PROD-0411,Product Premium Type-411,Electronics,2617316,3359628,True
PROD-0412,Product Premium Type-412,Automotive,5920725,6834708,True
PROD-0413,Product Premium Type-413,Beauty & Health,314220,384674,True
PROD-0414,Product Premium Type-414,Automotive,5463757,7703283,True
PROD-0415,Product Premium Type-415,Electronics,4001765,4799671,True
PROD-0416,Product Premium Type-416,Beauty & Health,1420285,1810206,True
PROD-0417,Product Premium Type-417,Beauty & Health,4701029,5426394,True
PROD-0418,Product Premium Type-418,Beauty & Health,2947705,3812858,False
PROD-0419,Product Premium Type-419,Books,7134321,8249460,True
PROD-0420,Product Premium Type-420,Beauty & Health,2689749,3754574,True
PROD-0421,Product Premium Type-421,Home & Living,5073204,7089580,True
PROD-0422,Product Premium Type-422,Beauty & Health,6753926,9363120,True
PROD-0423,Product Premium Type-423,Beauty & Health,4024453,4970236,True
PROD-0424,Product Premium Type-424,Automotive,1431978,2006446,True
PROD-0425,Product Premium Type-425,Automotive,7271813,9547159,True
PROD-0426,Product Premium Type-426,Apparel,2946989,3719519,True
PROD-0427,Product Premium Type-427,Books,1009156,1349846,True
PROD-0428,Product Premium Type-428,Apparel,3738543,4313165,True
PROD-0429,Product Premium Type-429,Home & Living,888659,1060070,True
PROD-0430,Product Premium Type-430,Home & Living,5137300,7051910,True
PROD-0431,Product Premium Type-431,Apparel,4968082,6077198,True
PROD-0432,Product Premium Type-432,Automotive,2262035,3007155,True
