order_id,user_id,product_id,jumlah_barang,order_timestamp,metode_pembayaran,status_order
ORD-000023,USR-1040,PROD-1555,4,2026-06-15 01:37:08,VA_BCA,Delivered
ORD-000024,USR-0628,PROD-0487,1,2026-06-10 07:57:24,OVO,Delivered
ORD-000025,USR-0118,PROD-2199,3,2026-06-07 14:00:10,OVO,Processing
ORD-000026,USR-2318,PROD-1383,4,2026-06-18 12:07:46,VA_MANDIRI,Delivered
ORD-000027,USR-0162,PROD-2416,3,2026-06-28 04:32:52,DANA,Delivered
ORD-000028,USR-1677,PROD-1071,3,2026-06-27 19:09:59,VA_BCA,Delivered
ORD-000029,USR-0167,PROD-2255,1,2026-06-13 16:52:22,OVO,Delivered
ORD-000030,USR-0300,PROD-2498,3,2026-06-06 17:45:11,VA_BCA,Delivered
ORD-000031,USR-2076,PROD-1507,4,2026-06-15 22:42:44,VA_MANDIRI,Delivered
ORD-000032,USR-0562,PROD-1876,2,2026-06-21 09:03:55,CREDIT_CARD,Pending
ORD-000033,USR-2204,PROD-0924,4,2026-06-27 06:05:14,OVO,Delivered
ORD-000034,USR-1348,PROD-2191,4,2026-06-28 14:38:15,GOPAY,Delivered
ORD-000035,USR-1145,PROD-1071,3,2026-06-18 17:59:29,DANA,Processing
ORD-000036,USR-1552,PROD-0191,4,2026-06-24 14:32:47,VA_MANDIRI,Processing
ORD-000037,USR-0561,PROD-0140,2,2026-06-27 07:13:03,VA_BCA,Delivered
ORD-000038,USR-1188,PROD-0615,3,2026-06-07 05:09:36,DANA,Delivered
ORD-000039,USR-1690,PROD-1515,5,2026-06-12 00:31:01,VA_BCA,Delivered
ORD-000040,USR-0312,PROD-0624,4,2026-06-03 23:18:58,CREDIT_CARD,Delivered
ORD-000041,USR-2424,PROD-1340,4,2026-06-30 22:39:33,OVO,Delivered
ORD-000042,USR-1370,PROD-1346,1,2026-06-09 22:34:15,VA_MANDIRI,Pending
ORD-000043,USR-2198,PROD-0087,5,2026-06-08 14:03:43,CREDIT_CARD,Shipped
ORD-000044,USR-1912,PROD-1918,5,2026-06-23 03:18:16,CREDIT_CARD,Delivered
ORD-000045,USR-0581,PROD-0282,2,2026-06-12 03:01:25,OVO,Shipped
ORD-000046,USR-0977,PROD-1098,5,2026-06-15 20:06:19,CREDIT_CARD,Delivered
ORD-000047,USR-0177,PROD-0453,1,2026-06-14 19:50:07,VA_BCA,Delivered
ORD-000048,USR-2402,PROD-0047,2,2026-06-06 15:11:16,OVO,Cancelled
ORD-000049,USR-0514,PROD-1612,5,2026-06-06 01:31:14,GOPAY,Delivered
ORD-000050,USR-2357,PROD-2079,2,2026-06-16 02:40:22,VA_MANDIRI,Delivered
ORD-000051,USR-0119,PROD-2065,5,2026-06-27 02:34:51,VA_BCA,Delivered
ORD-000052,USR-1543,PROD-1684,5,2026-06-17 20:57:28,VA_MANDIRI,Shipped
ORD-000053,USR-0767,PROD-1259,5,2026-06-29 00:55:54,CREDIT_CARD,Delivered
ORD-000054,USR-0973,PROD-0392,4,2026-06-02 04:50:13,OVO,Delivered
ORD-000055,USR-0916,PROD-0354,5,2026-06-22 13:21:10,CREDIT_CARD,Pending
ORD-000056,USR-1438,PROD-0305,4,2026-06-01 15:44:42,GOPAY,Delivered
ORD-000057,USR-0587,PROD-1623,3,2026-06-20 19:26:07,OVO,Delivered
ORD-000058,USR-0351,PROD-1574,1,2026-06-22 12:39:42,VA_MANDIRI,Processing
ORD-000059,USR-1530,PROD-1564,2,2026-06-17 12:03:32,GOPAY,Returned
ORD-000060,USR-2243,PROD-1613,2,2026-06-17 08:11:37,DANA,Pending
ORD-000061,USR-1474,PROD-1949,3,2026-06-23 13:20:03,VA_MANDIRI,Delivered
ORD-000062,USR-0496,PROD-0712,5,2026-06-30 05:46:44,DANA,Delivered
ORD-000063,USR-1871,PROD-1419,1,2026-06-14 02:46:30,CREDIT_CARD,Shipped
ORD-000064,USR-0273,PROD-0786,3,2026-06-08 16:53:54,CREDIT_CARD,Shipped
ORD-000065,USR-2100,PROD-0857,3,2026-06-11 10:50:41,DANA,Delivered
ORD-000066,USR-0263,PROD-0177,2,2026-06-24 13:26:15,CREDIT_CARD,Delivered
ORD-000067,USR-2181,PROD-1430,4,2026-06-29 17:55:16,OVO,Delivered
ORD-000068,USR-2358,PROD-2349,4,2026-06-04 22:52:54,OVO,Delivered
ORD-000069,USR-1597,PROD-2493,5,2026-06-25 14:01:57,OVO,Delivered
ORD-000070,USR-2064,PROD-2069,5,2026-06-06 17:52:48,OVO,Pending
ORD-000071,USR-1765,PROD-0711,3,2026-06-08 22:31:58,DANA,Delivered
ORD-000072,USR-0195,PROD-1868,5,2026-06-07 18:14:55,GOPAY,Delivered
ORD-000073,USR-1787,PROD-0152,4,2026-06-10 17:02:32,VA_BCA,Delivered
ORD-000074,USR-1467,PROD-1467,1,2026-06-18 04:42:17,CREDIT_CARD,Processing
ORD-000075,USR-2351,PROD-0096,2,2026-06-20 17:01:34,DANA,Delivered
ORD-000076,USR-1072,PROD-1099,4,2026-06-20 03:52:11,GOPAY,Delivered
ORD-000077,USR-1771,PROD-0640,5,2026-06-11 19:46:49,VA_MANDIRI,Shipped
ORD-000078,USR-1145,PROD-1157,2,2026-06-27 10:48:23,DANA,Delivered
ORD-000079,USR-1523,PROD-2448,2,2026-06-18 06:01:42,CREDIT_CARD,Delivered
ORD-000080,USR-0832,PROD-2294,3,2026-06-23 18:07:20,CREDIT_CARD,Pending
ORD-000081,USR-0562,PROD-0112,5,2026-06-04 00:57:57,DANA,Delivered
ORD-000082,USR-0041,PROD-1194,3,2026-06-19 12:54:00,VA_MANDIRI,Delivered
ORD-000083,USR-1480,PROD-1623,2,2026-06-12 04:16:46,OVO,Pending
ORD-000084,USR-0371,PROD-1634,3,2026-06-13 21:09:03,VA_MANDIRI,Delivered
ORD-000085,USR-1206,PROD-1162,5,2026-06-26 08:14:46,VA_BCA,Shipped
ORD-000086,USR-0657,PROD-1618,4,2026-06-29 11:55:45,VA_BCA,Delivered
ORD-000087,USR-0590,PROD-1260,1,2026-06-30 07:33:16,GOPAY,Processing
ORD-000088,USR-0231,PROD-1672,4,2026-06-09 23:54:35,VA_BCA,Delivered
ORD-000089,USR-0809,PROD-1595,2,2026-06-20 07:28:07,OVO,Delivered
ORD-000090,USR-1372,PROD-2164,4,2026-06-08 06:18:19,DANA,Delivered
ORD-000091,USR-0479,PROD-1496,3,2026-06-21 18:17:14,DANA,Shipped
ORD-000092,USR-1233,PROD-1225,5,2026-06-22 06:58:13,VA_BCA,Delivered
ORD-000093,USR-2326,PROD-0292,4,2026-06-27 07:04:58,VA_BCA,Delivered
ORD-000094,USR-1773,PROD-2390,4,2026-06-15 21:44:12,CREDIT_CARD,Delivered
ORD-000095,USR-2101,PROD-1015,5,2026-06-25 01:51:18,DANA,Shipped
ORD-000096,USR-1885,PROD-1634,3,2026-06-02 03:05:19,VA_BCA,Processing
ORD-000097,USR-1034,PROD-1240,1,2026-06-30 20:39:03,OVO,Delivered
ORD-000098,USR-1763,PROD-1660,4,2026-06-21 06:26:20,CREDIT_CARD,Processing
ORD-000099,USR-0748,PROD-0585,2,2026-06-16 04:29:55,GOPAY,Pending
ORD-000100,USR-0464,PROD-1914,3,2026-06-19 19:22:17,DANA,Delivered
ORD-000101,USR-0754,PROD-2027,3,2026-06-11 13:28:56,CREDIT_CARD,Delivered
ORD-000102,USR-1841,PROD-1493,4,2026-06-06 10:48:28,CREDIT_CARD,Delivered
ORD-000103,USR-0583,PROD-0027,5,2026-06-13 16:43:40,VA_MANDIRI,Processing
ORD-000104,USR-2206,PROD-1701,4,2026-06-03 04:12:00,DANA,Delivered
ORD-000105,USR-0019,PROD-0455,4,2026-06-20 23:22:15,VA_MANDIRI,Delivered
ORD-000106,USR-0055,PROD-0918,5,2026-06-17 04:12:58,DANA,Delivered
ORD-000107,USR-1751,PROD-0014,2,2026-06-15 09:41:44,CREDIT_CARD,Shipped
ORD-000108,USR-0721,PROD-2146,5,2026-06-24 21:53:08,GOPAY,Delivered
ORD-000109,USR-1564,PROD-0279,4,2026-06-03 10:45:40,CREDIT_CARD,Delivered
ORD-000110,USR-2333,PROD-1964,1,2026-06-17 11:10:17,VA_BCA,Delivered
ORD-000111,USR-1556,PROD-0490,5,2026-06-06 01:30:55,DANA,Delivered
ORD-000112,USR-1420,PROD-0985,2,2026-06-23 10:25:59,CREDIT_CARD,Delivered
ORD-000113,USR-2168,PROD-0961,5,2026-06-07 17:43:03,VA_MANDIRI,Delivered
ORD-000114,USR-2145,PROD-1783,5,2026-06-18 03:52:15,GOPAY,Pending
ORD-000115,USR-2168,PROD-2255,3,2026-06-25 23:55:11,VA_BCA,Delivered
ORD-000116,USR-1561,PROD-1888,3,2026-06-11 21:31:47,GOPAY,Delivered
ORD-000117,USR-1177,PROD-1870,4,2026-06-08 20:17:41,VA_BCA,Delivered
ORD-000118,USR-1269,PROD-1597,4,2026-06-04 09:27:16,GOPAY,Processing
ORD-000119,USR-1796,PROD-1263,5,2026-06-15 14:02:47,DANA,Delivered
ORD-000120,USR-2441,PROD-0250,1,2026-06-22 13:59:36,GOPAY,Delivered
ORD-000121,USR-1167,PROD-1607,4,2026-06-29 07:45:20,OVO,Delivered
ORD-000122,USR-1871,PROD-0740,5,2026-06-28 20:20:56,OVO,Pending
ORD-000123,USR-2268,PROD-0306,5,2026-06-25 08:20:28,GOPAY,Delivered
ORD-000124,USR-0160,PROD-1807,5,2026-06-11 14:24:08,VA_MANDIRI,Delivered
ORD-000125,USR-0639,PROD-1937,5,2026-06-02 03:15:38,CREDIT_CARD,Delivered
ORD-000126,USR-1056,PROD-1826,5,2026-06-16 01:33:29,GOPAY,Delivered
ORD-000127,USR-0334,PROD-0183,3,2026-06-14 09:09:56,VA_BCA,Delivered
ORD-000128,USR-0892,PROD-0030,2,2026-06-25 14:26:31,VA_MANDIRI,Delivered
ORD-000129,USR-2017,PROD-1412,2,2026-06-01 00:56:40,VA_MANDIRI,Delivered
ORD-000130,USR-0352,PROD-0767,5,2026-06-14 04:15:52,GOPAY,Cancelled
ORD-000131,USR-1363,PROD-0615,4,2026-06-28 02:07:37,CREDIT_CARD,Shipped
ORD-000132,USR-0926,PROD-1005,1,2026-06-13 10:06:26,DANA,Delivered
ORD-000133,USR-1424,PROD-2122,5,2026-06-07 15:54:04,GOPAY,Processing
ORD-000134,USR-2444,PROD-0024,1,2026-06-06 14:10:55,OVO,Delivered
ORD-000135,USR-2406,PROD-2476,3,2026-06-10 15:01:34,DANA,Processing
ORD-000136,USR-1420,PROD-1056,2,2026-06-18 22:34:28,DANA,Delivered
ORD-000137,USR-0060,PROD-2387,3,2026-06-16 04:32:28,CREDIT_CARD,Delivered
ORD-000138,USR-0001,PROD-1971,4,2026-06-17 09:16:28,VA_BCA,Pending
ORD-000139,USR-1579,PROD-2005,4,2026-06-08 06:32:17,VA_BCA,Delivered
ORD-000140,USR-0311,PROD-1539,5,2026-06-25 00:08:55,CREDIT_CARD,Delivered
ORD-000141,USR-2216,PROD-0672,4,2026-06-07 18:15:41,GOPAY,Shipped
ORD-000142,USR-2240,PROD-0571,4,2026-06-16 13:32:58,CREDIT_CARD,Pending
ORD-000143,USR-0708,PROD-0764,3,2026-06-22 21:19:30,VA_MANDIRI,Delivered
ORD-000144,USR-1182,PROD-1243,1,2026-06-12 08:11:38,DANA,Delivered
ORD-000145,USR-1781,PROD-0713,2,2026-06-14 20:56:58,VA_MANDIRI,Delivered
ORD-000146,USR-1524,PROD-0767,4,2026-06-18 02:18:30,OVO,Delivered
ORD-000147,USR-2414,PROD-1783,4,2026-06-09 19:47:15,CREDIT_CARD,Cancelled
ORD-000148,USR-1364,PROD-1294,3,2026-06-12 17:21:23,VA_BCA,Pending
ORD-000149,USR-0858,PROD-1675,2,2026-06-01 13:38:28,VA_BCA,Delivered
ORD-000150,USR-2375,PROD-2126,3,2026-06-09 22:27:25,DANA,Delivered
ORD-000151,USR-2162,PROD-2058,1,2026-06-20 08:48:18,GOPAY,Cancelled
ORD-000152,USR-0919,PROD-1492,3,2026-06-17 08:26:04,CREDIT_CARD,Delivered
ORD-000153,USR-0609,PROD-1360,2,2026-06-11 20:06:28,OVO,Delivered
ORD-000154,USR-0309,PROD-0636,2,2026-06-28 23:44:42,VA_MANDIRI,Processing
ORD-000155,USR-2449,PROD-1210,4,2026-06-09 23:58:19,CREDIT_CARD,Delivered
ORD-000156,USR-1344,PROD-1692,1,2026-06-08 15:31:07,OVO,Delivered
ORD-000157,USR-0212,PROD-1298,5,2026-06-22 09:18:32,VA_MANDIRI,Delivered
ORD-000158,USR-2365,PROD-2458,4,2026-06-24 17:18:17,VA_BCA,Shipped
ORD-000159,USR-0185,PROD-0358,3,2026-06-05 03:07:38,DANA,Cancelled
ORD-000160,USR-1229,PROD-1671,3,2026-06-30 12:35:16,CREDIT_CARD,Delivered
ORD-000161,USR-1388,PROD-2146,2,2026-06-29 23:32:30,CREDIT_CARD,Processing
ORD-000162,USR-1240,PROD-1007,2,2026-06-04 16:55:09,OVO,Shipped
ORD-000163,USR-0246,PROD-0241,2,2026-06-03 18:23:47,OVO,Delivered
ORD-000164,USR-0239,PROD-1827,5,2026-06-21 07:03:00,GOPAY,Shipped
ORD-000165,USR-1829,PROD-1265,5,2026-06-30 07:58:32,OVO,Delivered
ORD-000166,USR-1415,PROD-0156,4,2026-06-27 11:56:51,VA_BCA,Returned
ORD-000167,USR-0520,PROD-0352,5,2026-06-14 02:48:20,CREDIT_CARD,Delivered
ORD-000168,USR-1614,PROD-0044,2,2026-06-19 07:01:08,DANA,Delivered
ORD-000169,USR-0277,PROD-0138,4,2026-06-03 17:41:55,CREDIT_CARD,Delivered
ORD-000170,USR-1006,PROD-1968,4,2026-06-19 00:18:27,GOPAY,Delivered
ORD-000171,USR-2250,PROD-2484,1,2026-06-30 03:20:58,VA_MANDIRI,Delivered
ORD-000172,USR-0214,PROD-0754,5,2026-06-27 14:52:43,CREDIT_CARD,Delivered
ORD-000173,USR-0606,PROD-0143,3,2026-06-09 12:19:18,CREDIT_CARD,Delivered
ORD-000174,USR-0478,PROD-1847,3,2026-06-02 04:25:18,VA_MANDIRI,Delivered
ORD-000175,USR-0508,PROD-2310,1,2026-06-02 06:56:16,VA_BCA,Returned
ORD-000176,USR-1099,PROD-0062,2,2026-06-29 14:17:34,CREDIT_CARD,Delivered
ORD-000177,USR-1978,PROD-1591,1,2026-06-02 13:22:57,OVO,Delivered
ORD-000178,USR-0142,PROD-1447,2,2026-06-30 07:17:26,GOPAY,Delivered
ORD-000179,USR-2370,PROD-1420,5,2026-06-23 22:08:18,VA_MANDIRI,Delivered
ORD-000180,USR-1718,PROD-2020,5,2026-06-16 19:42:57,OVO,Delivered
ORD-000181,USR-0461,PROD-2079,4,2026-06-25 05:23:33,VA_BCA,Delivered
ORD-000182,USR-0670,PROD-1193,4,2026-06-27 10:31:22,VA_BCA,Processing
ORD-000183,USR-2102,PROD-2314,4,2026-06-14 03:26:11,VA_BCA,Delivered
ORD-000184,USR-2325,PROD-2356,4,2026-06-24 00:18:03,VA_BCA,Delivered
ORD-000185,USR-1845,PROD-0334,3,2026-06-08 03:37:34,GOPAY,Shipped
ORD-000186,USR-1619,PROD-2489,4,2026-06-14 11:21:14,VA_MANDIRI,Delivered
ORD-000187,USR-0400,PROD-2439,4,2026-06-08 01:41:24,CREDIT_CARD,Shipped
ORD-000188,USR-0668,PROD-1796,4,2026-06-03 12:06:22,VA_BCA,Delivered
ORD-000189,USR-1523,PROD-0254,2,2026-06-04 13:51:01,VA_BCA,Delivered
ORD-000190,USR-1335,PROD-1424,4,2026-06-30 23:14:42,VA_BCA,Processing
ORD-000191,USR-1295,PROD-1028,1,2026-06-02 10:45:54,VA_BCA,Processing
ORD-000192,USR-1473,PROD-1912,4,2026-06-16 09:54:10,GOPAY,Delivered
ORD-000193,USR-2160,PROD-2167,4,2026-06-07 23:35:17,GOPAY,Pending
ORD-000194,USR-0239,PROD-0996,3,2026-06-16 05:40:44,OVO,Processing
ORD-000195,USR-1044,PROD-0470,4,2026-06-26 00:48:10,DANA,Shipped
ORD-000196,USR-1313,PROD-1494,2,2026-06-02 12:58:19,CREDIT_CARD,Pending
ORD-000197,USR-1617,PROD-1888,5,2026-06-25 01:18:59,VA_BCA,Shipped
ORD-000198,USR-2245,PROD-1524,4,2026-06-14 19:47:35,OVO,Delivered
ORD-000199,USR-2430,PROD-1094,4,2026-06-01 17:31:49,DANA,Delivered
ORD-000200,USR-1722,PROD-0694,4,2026-06-19 16:31:53,OVO,Shipped
ORD-000201,USR-1741,PROD-1394,3,2026-06-04 00:52:02,GOPAY,Processing
ORD-000202,USR-1516,PROD-2045,5,2026-06-30 23:37:31,OVO,Delivered
ORD-000203,USR-2212,PROD-0181,3,2026-06-07 21:50:09,OVO,Pending
ORD-000204,USR-1273,PROD-1221,3,2026-06-22 04:08:46,OVO,Delivered
ORD-000205,USR-1045,PROD-0047,3,2026-06-08 12:34:10,CREDIT_CARD,Shipped
ORD-000206,USR-1536,PROD-0634,2,2026-06-16 21:53:36,CREDIT_CARD,Shipped
ORD-000207,USR-0536,PROD-1164,5,2026-06-19 01:53:22,OVO,Processing
ORD-000208,USR-2159,PROD-1689,2,2026-06-03 16:32:39,DANA,Shipped
ORD-000209,USR-0949,PROD-1564,2,2026-06-23 22:11:55,VA_MANDIRI,Delivered
ORD-000210,USR-0863,PROD-1451,5,2026-06-09 10:37:18,VA_MANDIRI,Shipped
ORD-000211,USR-1022,PROD-0589,2,2026-06-30 04:28:30,VA_MANDIRI,Returned
ORD-000212,USR-0434,PROD-1878,5,2026-06-22 20:54:48,GOPAY,Delivered
ORD-000213,USR-1404,PROD-2358,4,2026-06-23 03:25:40,GOPAY,Delivered
ORD-000214,USR-0783,PROD-2322,3,2026-06-25 13:06:51,OVO,Shipped
ORD-000215,USR-0988,PROD-1563,2,2026-06-07 22:44:00,CREDIT_CARD,Shipped
ORD-000216,USR-0169,PROD-0840,5,2026-06-10 17:23:30,VA_BCA,Delivered
ORD-000217,USR-0709,PROD-1414,1,2026-06-02 03:15:13,VA_BCA,Processing
ORD-000218,USR-0965,PROD-0733,2,2026-06-06 04:42:09,VA_MANDIRI,Delivered
ORD-000219,USR-1603,PROD-2409,2,2026-06-09 09:35:04,OVO,Delivered
ORD-000220,USR-0229,PROD-1018,5,2026-06-22 21:46:29,VA_BCA,Delivered
ORD-000221,USR-1185,PROD-1455,1,2026-06-11 07:23:44,VA_BCA,Shipped
ORD-000222,USR-0427,PROD-0758,1,2026-06-19 23:13:26,DANA,Delivered
ORD-000223,USR-0122,PROD-2003,4,2026-06-23 09:01:48,VA_MANDIRI,Delivered
ORD-000224,USR-2197,PROD-0621,2,2026-06-30 09:26:25,CREDIT_CARD,Delivered
ORD-000225,USR-0111,PROD-1889,3,2026-06-15 08:26:21,GOPAY,Delivered
ORD-000226,USR-1245,PROD-0182,2,2026-06-23 09:05:39,GOPAY,Cancelled
ORD-000227,USR-1928,PROD-2296,3,2026-06-11 13:54:25,VA_BCA,Cancelled
ORD-000228,USR-0064,PROD-1321,3,2026-06-12 15:30:24,VA_BCA,Delivered
ORD-000229,USR-1378,PROD-1800,5,2026-06-12 07:12:40,VA_MANDIRI,Delivered
ORD-000230,USR-0909,PROD-2078,2,2026-06-19 18:22:25,GOPAY,Delivered
ORD-000231,USR-1772,PROD-1326,5,2026-06-15 12:25:05,DANA,Processing
ORD-000232,USR-1509,PROD-1500,4,2026-06-02 00:22:23,OVO,Cancelled
ORD-000233,USR-0013,PROD-0948,3,2026-06-04 05:41:48,CREDIT_CARD,Cancelled
ORD-000234,USR-1177,PROD-1376,1,2026-06-19 18:24:27,DANA,Pending
ORD-000235,USR-0239,PROD-0985,3,2026-06-23 09:36:51,DANA,Delivered
ORD-000236,USR-0663,PROD-2365,4,2026-06-20 17:27:29,VA_BCA,Delivered
ORD-000237,USR-1110,PROD-1421,3,2026-06-22 04:47:35,GOPAY,Processing
ORD-000238,USR-0694,PROD-2216,5,2026-06-04 03:57:48,DANA,Shipped
ORD-000239,USR-1182,PROD-0126,2,2026-06-29 05:22:05,DANA,Cancelled
ORD-000240,USR-1505,PROD-0120,1,2026-06-19 22:44:03,GOPAY,Delivered
ORD-000241,USR-1903,PROD-1452,5,2026-06-03 23:49:50,VA_MANDIRI,Delivered
ORD-000242,USR-0076,PROD-1009,2,2026-06-13 01:40:41,OVO,Shipped
ORD-000243,USR-0329,PROD-1214,1,2026-06-19 03:14:34,OVO,Shipped
ORD-000244,USR-1440,PROD-1452,4,2026-06-23 21:09:12,OVO,Delivered
ORD-000245,USR-1253,PROD-0697,3,2026-06-26 18:39:59,DANA,Delivered
ORD-000246,USR-2200,PROD-2271,1,2026-06-07 04:47:26,GOPAY,Delivered
ORD-000247,USR-0072,PROD-1516,4,2026-06-03 20:07:38,VA_BCA,Delivered
ORD-000248,USR-0225,PROD-1035,2,2026-06-19 12:16:07,DANA,Delivered
ORD-000249,USR-2408,PROD-1536,1,2026-06-12 13:11:39,VA_BCA,Delivered
ORD-000250,USR-0811,PROD-0814,4,2026-06-10 15:45:37,DANA,Shipped
ORD-000251,USR-2049,PROD-0310,2,2026-06-02 18:35:06,VA_BCA,Shipped
ORD-000252,USR-0678,PROD-1012,5,2026-06-27 16:13:59,DANA,Delivered
ORD-000253,USR-0291,PROD-1058,3,2026-06-24 02:44:15,OVO,Shipped
ORD-000254,USR-1482,PROD-1019,4,2026-06-06 08:38:15,VA_BCA,Delivered
ORD-000255,USR-2252,PROD-0825,5,2026-06-06 08:43:00,GOPAY,Delivered
ORD-000256,USR-1226,PROD-2045,2,2026-06-26 07:00:56,GOPAY,Delivered
ORD-000257,USR-0566,PROD-1117,1,2026-06-09 10:44:37,VA_MANDIRI,Delivered
ORD-000258,USR-1816,PROD-0628,3,2026-06-06 17:04:27,VA_BCA,Delivered
ORD-000259,USR-0511,PROD-1157,2,2026-06-04 14:15:41,OVO,Delivered
ORD-000260,USR-0924,PROD-0989,4,2026-06-18 02:36:56,VA_BCA,Delivered
ORD-000261,USR-2326,PROD-2467,3,2026-06-12 18:34:18,OVO,Cancelled
ORD-000262,USR-0016,PROD-1492,5,2026-06-04 15:03:39,VA_BCA,Delivered
ORD-000263,USR-2404,PROD-1829,3,2026-06-08 18:29:37,OVO,Delivered
ORD-000264,USR-0356,PROD-2078,5,2026-06-26 04:35:24,GOPAY,Shipped
ORD-000265,USR-0830,PROD-1993,2,2026-06-14 01:24:58,VA_MANDIRI,Delivered
ORD-000266,USR-1102,PROD-2346,1,2026-06-16 17:11:48,VA_MANDIRI,Delivered
ORD-000267,USR-1091,PROD-1085,3,2026-06-23 17:19:29,DANA,Returned
ORD-000268,USR-1747,PROD-2352,1,2026-06-07 10:16:44,CREDIT_CARD,Shipped
ORD-000269,USR-0214,PROD-0340,1,2026-06-18 02:41:48,CREDIT_CARD,Shipped
ORD-000270,USR-1721,PROD-2496,3,2026-06-28 23:40:34,VA_BCA,Delivered
ORD-000271,USR-0449,PROD-1860,3,2026-06-26 19:57:38,VA_MANDIRI,Shipped
ORD-000272,USR-1569,PROD-1326,1,2026-06-19 18:37:10,CREDIT_CARD,Delivered
ORD-000273,USR-0710,PROD-0077,4,2026-06-05 12:04:38,DANA,Cancelled
ORD-000274,USR-0380,PROD-1657,4,2026-06-09 18:22:50,DANA,Cancelled
ORD-000275,USR-1889,PROD-1573,3,2026-06-04 23:54:30,VA_MANDIRI,Shipped
ORD-000276,USR-1048,PROD-0092,1,2026-06-13 23:51:53,OVO,Shipped
ORD-000277,USR-0539,PROD-1875,1,2026-06-19 15:01:23,CREDIT_CARD,Delivered
ORD-000278,USR-0753,PROD-0466,2,2026-06-10 05:44:49,OVO,Delivered
ORD-000279,USR-0535,PROD-1353,1,2026-06-26 11:10:05,VA_BCA,Delivered
ORD-000280,USR-0673,PROD-1309,4,2026-06-27 07:10:53,CREDIT_CARD,Delivered
ORD-000281,USR-1065,PROD-0947,2,2026-06-06 13:05:30,VA_BCA,Delivered
ORD-000282,USR-0568,PROD-0554,4,2026-06-21 10:52:30,VA_BCA,Processing
ORD-000283,USR-1437,PROD-2041,5,2026-06-03 20:34:37,DANA,Delivered
ORD-000284,USR-0415,PROD-2157,3,2026-06-16 11:12:58,GOPAY,Processing
ORD-000285,USR-0449,PROD-0092,5,2026-06-22 12:11:15,DANA,Pending
ORD-000286,USR-0610,PROD-1003,3,2026-06-29 14:11:34,VA_MANDIRI,Delivered
ORD-000287,USR-2002,PROD-0368,4,2026-06-04 23:00:33,GOPAY,Delivered
ORD-000288,USR-1798,PROD-0820,4,2026-06-21 11:56:29,GOPAY,Delivered
ORD-000289,USR-2484,PROD-0423,5,2026-06-03 03:24:30,OVO,Delivered
ORD-000290,USR-0705,PROD-0572,3,2026-06-26 17:24:25,VA_MANDIRI,Pending
ORD-000291,USR-2287,PROD-1264,3,2026-06-30 10:04:59,DANA,Delivered
ORD-000292,USR-1066,PROD-0435,2,2026-06-08 12:03:00,GOPAY,Delivered
ORD-000293,USR-0734,PROD-2260,1,2026-06-28 22:11:52,OVO,Shipped
ORD-000294,USR-0800,PROD-1424,2,2026-06-26 23:44:16,CREDIT_CARD,Delivered
ORD-000295,USR-2058,PROD-1634,4,2026-06-21 00:40:04,DANA,Delivered
ORD-000296,USR-1861,PROD-1754,5,2026-06-03 06:45:28,DANA,Delivered
ORD-000297,USR-2187,PROD-0468,3,2026-06-03 21:15:36,GOPAY,Delivered
ORD-000298,USR-1891,PROD-1194,2,2026-06-11 10:07:21,CREDIT_CARD,Delivered
